name,longitude,latitude
South-Clove-Road-Cemetery,40.60879655,-74.09144867
Sylvan-Grove-Cemetery,40.59144727,-74.19205806
Sleight-Family-Graveyard,40.55677474,-74.21188793
Fort-Hill-Park,40.64110127,-74.08176377
Old-Place-Creek-Park,40.61642968,-74.18163401
Heritage-Park,40.64086795,-74.12242604
Laredo-Avenue-Parcel,40.54862211,-74.17394389
Olmsted-Beil-House-Park,40.53196835,-74.15813274
Targee-Street-Triangle,40.60858733,-74.08767003
Blueberry-Park,40.52821192,-74.16078536
Manor-Park,40.58818244,-74.12779681
Goodhue-Park,40.63481265,-74.09951365
Stapleton-Esplanade,40.62737773,-74.07341413
Brookfield-Park,40.56016877,-74.16969624
War-Memorial,40.57631118,-74.12698858
Aqueduct-Walk,40.86337146,-73.90354954
Barnhill-Square,40.86812708,-73.89967931
Bronx-Park,40.84889079,-73.87712839
Pelham-Parkway,40.85767658,-73.86196028
Bronx-River-Parkway,40.88739735,-73.86603112
Bergen-Triangle,40.85470267,-73.90133501
Castle-Hill-Park,40.81095234,-73.84653277
Claremont-Park,40.84030079,-73.90732804
Monsignor-Raul-Del-Valle-Square,40.82074105,-73.89069172
Crotona-Park,40.8390738,-73.89305094
Tremont-Park,40.84520969,-73.8951795
Crotona-Parkway-Malls,40.8454073,-73.88469082
Church-Triangle,40.8298885,-73.85028432
Devoe-Park,40.86315304,-73.90655566
Horseshoe-Playground,40.82412874,-73.89771974
Joseph-Rodman-Drake-Park,40.81029482,-73.8824501
Echo-Triangle,40.84988457,-73.90614161
Ewen-Park,40.88220425,-73.91000528
Fort-Independence-Playground,40.88204102,-73.8940583
Drew-Playground,40.83314203,-73.90334126
Benjamin-Gladstone-Square,40.82531454,-73.89106972
Graham-Triangle,40.81064669,-73.92749986
Hugh-J-Grant-Circle,40.83313066,-73.86095261
Hines-Park,40.82848951,-73.90578654
Joyce-Kilmer-Park,40.82848382,-73.92265315
Lyons-Square-Playground,40.82276868,-73.88805044
Macombs-Dam-Park,40.82752368,-73.92847287
McKinley-Square,40.83110258,-73.90069681
Mosholu-Parkway,40.8821214,-73.88545421
Mullaly-Park,40.83346039,-73.92380956
Muller-Triangle,40.86251294,-73.89813893
Murphy-Triangle,40.85118437,-73.89329508
OBrien-Oval,40.84788872,-73.90132178
Washingtons-Walk,40.87468496,-73.90092736
Pelham-Bay-Park,40.85861165,-73.80270733
Poe-Park,40.86461697,-73.89474154
Pulaski-Park,40.80522809,-73.92456494
Rose-Hill-Park,40.86220541,-73.8901273
Ryan-Triangle,40.81534679,-73.92435674
St-James-Park,40.86522985,-73.89783887
Seton-Falls-Park,40.88692011,-73.83858902
Franz-Sigel-Park,40.82336584,-73.92543118
Schneider-Sampson-Square,40.83682875,-73.82601585
University-Woods,40.85931502,-73.91485901
ONeill-Triangle,40.82370282,-73.91140162
Brust-Park,40.88990266,-73.90363814
Michel-Triangle,40.83885471,-73.90602467
Keltch-Park,40.84067186,-73.91770324
Sergeant-Johnson-Triangle,40.85797388,-73.88128549
Sheridan-Triangle,40.90491506,-73.89670854
Flood-Triangle,40.85834925,-73.89086501
Beatty-Plaza,40.83155609,-73.90176564
Martin-Luther-King-Triangle,40.8382888,-73.92336615
Bryant-Triangle,40.82663315,-73.88852935
Woodrow-Wilson-Triangle,40.81346814,-73.85806643
DAuria-Murphy-Triangle,40.85321908,-73.8891368
Hutton-Triangle,40.85230802,-73.8901396
Heath-Triangle,40.8687922,-73.90755157
Whalen-Grove,40.85106632,-73.88588228
Young-Park,40.83984274,-73.87081686
Featherbed-Triangle,40.84641672,-73.92092269
Franklin-Triangle,40.82712427,-73.90729853
Major-General-John-R-Brown-Triangle,40.86962839,-73.90417169
Henry-Hudson-Park,40.88091299,-73.92086693
Mount-Eden-Malls,40.84292761,-73.91000834
University-Malls,40.84978733,-73.91642742
DOnofrio-Square,40.88099122,-73.8644408
Slattery-Playground,40.85730656,-73.89849322
Charlton-Garden,40.82470674,-73.90710285
Zimmerman-Playground,40.86616776,-73.86874469
Pugsley-Creek-Park,40.81384024,-73.85178207
Spuyten-Duyvil-Shorefront-Park,40.87864115,-73.92117956
Van-Nest-Park,40.843437,-73.86584261
Williamsbridge-Square,40.87705675,-73.86672805
Rita-Ley-Triangle,40.89911976,-73.87321043
Hutchinson-River-Parkway,40.85140756,-73.83639958
Samuel-H-Young-Park,40.8415685,-73.83874185
Ciccarone-Park,40.85595063,-73.88672599
Peoples-Park,40.80953539,-73.91708672
Williamsbridge-Oval,40.87759834,-73.87744127
Jerome-Slope,40.83242186,-73.92591754
Garrison-Playground,40.81757252,-73.9283033
Hawkins-Park,40.84658914,-73.78646489
Henry-Hudson-Parkway,40.90078122,-73.89956387
Hackett-Park,40.9012882,-73.90516102
Bell-Tower-Park,40.88925059,-73.90837978
Cedar-Playground,40.85507224,-73.91748628
Hilton-White-Playground,40.82286814,-73.90731265
Hunts-Point-Playground,40.81413755,-73.88591114
Goble-Playground,40.8437557,-73.91701642
Mott-Playground,40.83143813,-73.91465642
Rev-J-Polite-Playground,40.82709829,-73.89708721
Soundview-Park,40.81189941,-73.86680739
Alexanders-Alley,40.81150127,-73.92322767
Bufano-Park,40.83820278,-73.83112633
Colucci-Playground,40.85282575,-73.83461781
Noble-Playground,40.83743014,-73.87228974
Watson-Gleason-Playground,40.82843527,-73.86897251
Ferry-Point-Park,40.81572208,-73.82982124
Devanney-Triangle,40.8525074,-73.9044203
Barry-Plaza,40.84314333,-73.90480409
Lozada-Playground,40.80790406,-73.9249467
Derosa-OBoyle-Triangle,40.82254466,-73.81904177
Freeman-Triangle,40.82931259,-73.88787567
Harris-Park,40.87627294,-73.89188852
Jerome-Park,40.87946207,-73.89133721
Playground-One-Thirty-Four-CXXXIV,40.80346947,-73.91774828
Gouverneur-Morris-Triangle,40.80468114,-73.91274567
Rienzi-Playground,40.88762957,-73.8585999
Riverdale-Park,40.89058131,-73.91996841
Flynn-Playground,40.82104885,-73.91193946
Starlight-Park,40.82832411,-73.88478367
Daniel-Boone-Playground,40.8295675,-73.88594663
Plimpton-Playground,40.84399375,-73.92231447
Bridge-Playground,40.8442671,-73.92419162
Featherbenches,40.8455028,-73.91473497
Inwood-Park,40.84477197,-73.91530753
Jennie-Jerome-Playground,40.84553092,-73.91343716
Jerome-Playground-South,40.84493634,-73.91372335
Walton-Slope,40.84523732,-73.91158823
Morris-Mesa,40.84531134,-73.90971908
Peace-Park,40.84514521,-73.90527053
Admiral-Farragut-Playground,40.84297503,-73.89196151
Prospect-Playground,40.84326707,-73.89070405
Fairmount-Playground,40.84276546,-73.88964117
Boone-Slope,40.83737757,-73.88230354
St-Lawrence-Triangle,40.83495739,-73.86762
Wood-Park,40.83516964,-73.8653973
Virginia-Playground,40.83429186,-73.86231295
Virginia-Park,40.8334937,-73.86211339
Chief-Dennis-L-Devlin-Park,40.83197725,-73.85478464
Havemeyer-Playground,40.82992327,-73.84799692
Miele-Park,40.83447923,-73.82636661
Fordham-Landing-Playground,40.8646612,-73.90960324
Siren-Slope,40.87669356,-73.90388648
Crescent-Park,40.87981046,-73.90213301
Cooney-Grauer-Field,40.8802914,-73.90145507
Bailey-Playground,40.88164566,-73.90038245
Van-Cortlandts-Tail,40.88607848,-73.89973044
PO-Serrano-Playground,40.82340598,-73.85100863
Vinmont-Veteran-Park,40.9024586,-73.90491026
Merriam-Playground,40.83882693,-73.92661471
Melrose-Playground,40.82043777,-73.91840771
Patterson-Playground,40.81575429,-73.92248765
Eastchester-Playground,40.86980291,-73.85278354
Mazzei-Playground,40.86259193,-73.85837298
Sedgwick-Playground,40.84559837,-73.92341067
Playground-174,40.83438438,-73.87781369
Caserta-Playground,40.83736385,-73.85398006
Gun-Hill-Playground,40.87469704,-73.86549423
Loreto-Playground,40.84905631,-73.85211905
Dawson-Playground,40.81952173,-73.89824134
Edenwald-Playground,40.88435633,-73.84490739
Behagen-Playground,40.82530737,-73.9014139
Nelson-Playground,40.83476796,-73.92683867
Agnes-Haywood-Playground,40.88034073,-73.86184752
The-Pearly-Gates,40.83873111,-73.84555763
Spuyten-Duyvil-Playground,40.88703561,-73.91575261
Allerton-Playground,40.86596955,-73.85052982
Webster-Playground,40.8593496,-73.89291129
Riverbend-Playground,40.87231443,-73.90576518
Taylor-Playground,40.83904668,-73.86614162
Castle-Hill-Playground,40.83919466,-73.8532828
Matthews-Muliner-Playground,40.8469653,-73.86153642
Playground-52-LII,40.81513317,-73.9015804
Millbrook-Playground,40.80433492,-73.91663585
Bruckner-Playground,40.8267539,-73.82860183
Dunbar-Playground,40.82303174,-73.90644391
Riverdale-Playground,40.88760786,-73.91476681
Givan-Square,40.86815016,-73.84286147
Wakefield-Playground,40.90178283,-73.8546376
Tiffany-Playground,40.82485118,-73.89436525
Bicentennial-Veterans-Memorial-Park,40.82295622,-73.81402239
Stars-and-Stripes-Playground,40.8854949,-73.8396163
Captain-Rivera-Playground,40.81793056,-73.90688824
Colgate-Close,40.8241099,-73.88149645
Haffen-Park,40.87368475,-73.83916441
Mosholu-Playground,40.87199124,-73.88315383
Clark-Playground,40.81374133,-73.92136744
Seton-Park,40.88596832,-73.91656084
Marble-Hill-Playground,40.87756444,-73.90814766
Randall-Playground,40.8193651,-73.849591
Story-Playground,40.82297779,-73.86285828
Black-Rock-Playground,40.82840049,-73.85796763
Morgan-Playground,40.83227397,-73.90744964
Pontiac-Playground,40.81422243,-73.90823697
Haviland-Playground,40.82905202,-73.85861123
Wave-Hill,40.89867082,-73.91249836
Stebbins-Playground,40.82277912,-73.89852439
Magenta-Playground,40.87374751,-73.86786689
Valentine-Varian-House,40.87732623,-73.87946016
Abigail-Playground,40.81713996,-73.9045663
Willis-Playground,40.81089058,-73.92298223
Arcilla-Playground,40.8270884,-73.91429309
Space-Time-Playground,40.82232702,-73.85987041
Gouverneur-Playground,40.83575321,-73.90342184
MacLaughlin-Playground,40.88791118,-73.90536442
I-Am-Park,40.81129168,-73.91018417
Burns-Playground,40.86318627,-73.83657841
Fountain-Of-Youth-Playground,40.81377737,-73.9053726
Grove-Hill-Playground,40.81989478,-73.90883819
Mapes-Pool,40.84662868,-73.88631723
Saw-Mill-Playground,40.80889852,-73.91935569
Castle-Hill-Little-League-Field,40.83244243,-73.84396941
Youth-Village,40.82867022,-73.90294778
Estella-Diggs-Park,40.82896754,-73.90615027
Grand-Playground,40.85603156,-73.90723606
Brook-Park,40.80956359,-73.91868859
Kingsbridge-Heights-Community-Center,40.87756366,-73.90068873
Co-op-City-Field,40.87597705,-73.823697
Bathgate-Playground,40.85221971,-73.89439097
Ambrosini-Field,40.84448451,-73.7842438
Pelham-Bay-Little-League,40.841531,-73.83940742
Mount-Hope-Playground,40.85033185,-73.90948171
Cleopatra-Playground,40.84538306,-73.90432576
Raoul-Wallenberg-Forest,40.88760064,-73.91768624
Julio-Carballo-Fields,40.81558155,-73.8892338
West-Bronx-Recreation-Center,40.84399813,-73.91949947
Harding-Park,40.80999495,-73.85675745
Quarry-Ballfields,40.85094818,-73.89098347
Field-Of-Dreams-Park,40.82659219,-73.89227788
Galileo-Playground,40.84856675,-73.91563593
Vidalia-Park,40.84333814,-73.88140682
Givans-Creek-Woods,40.87925465,-73.82991146
Grant-Park,40.8375076,-73.91237953
Rock-Garden-Park,40.83529275,-73.88506536
Mount-Hope-Garden,40.85255181,-73.90537522
Boston-Garden,40.86571324,-73.86185118
City-Island-Wetlands,40.84883963,-73.79099253
Stop-and-Go-Playground,40.84513554,-73.89877331
Beanstalk-Playground,40.85381109,-73.91676694
Printers-Park,40.82422836,-73.89096147
Rev-Lena-Irons-Unity-Park,40.83103991,-73.90665552
Ogden-Plimpton-Playground,40.8418927,-73.92372004
West-Farms-Rapids,40.84155572,-73.87752267
Mapes-Ballfield,40.84732964,-73.88578367
Longfellow-Playground,40.8255965,-73.88753788
Walton-Park,40.85524637,-73.90520165
Morris-Garden,40.85462231,-73.90401871
Palmer-Inlet,40.84391359,-73.81727399
Half-Nelson-Playground,40.84676482,-73.91929077
Davidson-Playground,40.85506911,-73.90770359
Thorpe-Family-Playground,40.85623262,-73.89489345
Tiffany-Street-Pier,40.80582334,-73.89033589
Concrete-Plant-Park,40.82689562,-73.88483598
Barretto-Point-Park,40.80555301,-73.88817449
North-Brother-Island,40.80085346,-73.89850846
South-Brother-Island,40.79639029,-73.89808736
Locust-Point-Marina,40.81371634,-73.80550159
West-Farms-Soldiers-Cemetery,40.84367384,-73.87922791
Ferris-Family-Burial-Plot,40.83885154,-73.84221953
Mohegan-Triangle,40.84429367,-73.88472966
Risse-Street-Park,40.87840942,-73.88529552
Hunts-Point-Riverside-Park,40.81770642,-73.88132732
Mill-Pond-Park,40.8229924,-73.93189254
River-Avenue-Parks,40.82528446,-73.92699711
A-Badillo-Community-Rose-Garden-and-Park,40.82489587,-73.91315019
Yolanda-García-Park,40.82271145,-73.9143876
5-Borough-Shops,40.8023098,-73.90993095
Fufidio-Triangle,40.81359939,-73.89132878
Deegan-Rock,40.81316931,-73.93073954
Captain-Oliver-Triangle,40.8225721,-73.90951598
